"star","title","author","date","info_2","info_3","product","date_scraped","verfied","days_to_review","star_rating"
"1.0 out of 5 stars","Our HVAC repairman replaced the thermostat with a different Honeywell model that is working just fine.","Katie Blake","3-2-2016","Size: 1 Pack|Verified Purchase","This product was defective and caused a short in my furnace, even after we installed it per instructions and called Honeywell's support line three times. $400 later, our furnace works again. Our HVAC repairman replaced the thermostat with a different Honeywell model that is working just fine.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"1.0 out of 5 stars","Display died after less than 2 months","Hilary J. Binda","1-30-2018","Size: 1 Pack|Verified Purchase","Thermostat was fine and yesterday the display was gone. About 6 weeks after it was installed. Other thermostats lasted for years. Garbage and can't return it.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"5.0 out of 5 stars","Good, basic digital thermostat","Marianne L","1-25-2016","Size: 1 Pack|Verified Purchase","Good, basic digital thermostat. Bought this as a replacement for the old mercury kind. It was easy to install just by reading the directions. We were first timers and had no issues. It has really helped us be more conscientious of our heating and cooling. It also looks much nicer than the old dial.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Great, no issues at all!","Michelle Hopkins","2-16-2014","Size: 1 Pack|Verified Purchase","The thermostat is just as described. It replaced a low-end programmable Honeywell we replaced 5 years ago when we moved into our house that broke when it got shocked from static electricity and my finger (ouch!). This was half the cost of the one we bought from Lowe's 5 years ago, but has more features so we were worried it wouldn't be what we expected. We have been pleased with it feeling that it is definitely an upgrade to the model we had before and it was much less expensive.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Works great. Easy install","2curious","11-8-2016","Size: 1 Pack|Verified Purchase","Works great.  Easy install.  Love the setting for different times of day.  I make it so the heat is low at bed time then gets warmer an hour before I wake up.  Solves the prob of being hot at night only to wake up freezing.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Simple install and perfect reliability!","Amazon Customer","4-26-2016","Size: 1 Pack|Verified Purchase","I bought this to replace the original thermostat (different brand) on my wall furnace that continually malfunctioned. The fact that it has wiring for ac and heat didn't matter, i just hooked up the heat..simple installation. The Honeywell thermostat has worked flawlessly.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Works for RV Tstat Replacement","ZCycles","1-18-2017","Size: 1 Pack|Verified Purchase","I adapted this to run my RV AC/Heater system.  Easy to do, works just fine at a quarter the cost of the replacement one for the RV.  This one even programmable and has a back light for those really dark nights.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Hope to save some money this winter","Brian","12-3-2015","Size: 1 Pack|Verified Purchase","Bought 2 of these and installed. They work well. The 4 rating is solely for one flaw...the unit is extremely difficult to remove from the wall plate in order to change the batteries.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Cut my heating bill","Kaitlyn McCarthy","4-22-2015","Size: 1 Pack|Verified Purchase","Went from a $600 February to a $350 March. Granted, it was warmer but this little guy had our back. Was looking at a nest, but then thought better. Why should my thermostat take the time to learn when I can program it once? This is a fraction of the cost. This is dead simple to wire if you are converting from one of those analog, Mercury based round thermometers.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","This was bought to correct problems with thermostat.","Doc Beech","3-6-2014","Size: 1 Pack|Verified Purchase","I have tested this vs an indoor temp recording unit. The old thermostat was +/- 10 degrees. currently set on 65 at night, it holds 64-65.5 and set at 68 its holding 67.1 to 67.7 during the day time. This is very accurate and its doing a great job of keeping temperatures more stable. The settings are wonderful too. When we leave we have it set to save money (already seeing a savings of about 30 dollars a month). And no going back to change it! Set it and forget it!","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Easy to install","s.low","10-26-2015","Size: 1 Pack|Verified Purchase","Easy to install. This is my first winter with it and it is great to have it kick on in the early moring to warm us while we get ready for work. Its also great to know its not running all day untill an hour before we get home. I havent gotten a bill with it in use yet. But I know it will help with heating costs.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Easy to install and program, works as expected","nuker","11-21-2015","Size: 1 Pack|Verified Purchase","Easy to install and program, works as expected. The only reason I didn't give it 5 stars is that the size of the unit is so small it doesn't fully cover the original wall plate that held the old thermostat.  It looks OK but it would be nice if they also provided an adapter plate for situations like this.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","It works well and it's easy to use!","Bianca","1-21-2015","Size: 1 Pack|Verified Purchase","Easy and simple interface! I am home all day so I had no need for a programmable thermostat.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Works great","Joel","9-21-2016","Size: 1 Pack|Verified Purchase","This thermostat works great.  I don't program it though because I am here most of the time and when I'm not here I don't want it cooling the house for the fun of it, that costs money and I don't have much for things like that.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"1.0 out of 5 stars","Thermostat needed new batteries every six months for the first ...","R. Dugas","8-28-2017","Size: 1 Pack|Verified Purchase","Thermostat needed new batteries every six months for the first year. Now at one and one-half years, it needs them every two weeks.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"4.0 out of 5 stars","Good thermostat but maybe I should stick to the old dials","Bill Burns","10-30-2013","Size: 1 Pack|Verified Purchase","I like the idea of a set-back thermostat, but they can be a pain to set.  This one is not too bad, but cycling through two sets of days (weekdays and weekend) and then four (I think it is) time ranges within each of those days is a bit annoying.  Easier than the one before it, but not really simple.  One thing I notice is that it seems to run the heat to one degree above the setting?  I guess so that it doesn't start as often?  Haven't run it with A/C much yet.  Good product for the price.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Happy customer.","Amazonian","11-19-2016","Size: 1 Pack|Verified Purchase","Bought this to replace an old unit from the 70's.  Works great.  Easy to install and use.  Love being able to set a schedule.  I wouldn't mind a backlight specific button for when you want it on at all times.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Good budget programmable thermostat.","Virginia C Hamner","12-12-2013","Size: 1 Pack|Verified Purchase","For the money, this is a great programmable thermostat. Installation was easy and we did not have to install a new bracket even though our old thermostat was a different brand. The 5-2 program is enough for our current needs as we decide whether we want to upgrade to a ""smart"" thermostat. As we live in temperate Florida, I do have to change the program from time to time, as cold fronts move through, but it is easy to change and has been accurate with the temp so far.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Easy to install & use.","Text4Success","4-23-2013","Size: 1 Pack|Verified Purchase","I purchased one of these locally and the price was much higher.  However, I was so impressed I purchased this one as a gift for a friend. She installed it herself without any difficulty.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Does the job","M T","4-22-2016","Size: 1 Pack|Verified Purchase","I like it. It's not fancy and does what it needs to. Interface is a bit clunky - you have to scroll through all the options to get to what you need to update. No ""C"" terminal on this one. (It's not the same as ""Rc""; learned that the hard way.)","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Good cheaper thermostate, with temp scheduling.","Amazon Customer","9-30-2017","Size: 1 Pack|Verified Purchase","Great, cheap thermostate that allows you to set a temp schedule. Saved me $$ on my energy bill by being able to set a 5-2 day schedule. Highly recommend.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","but a great thermostat all the same for the the unit downstairs","Bluejay Robinson","3-13-2016","Size: 1 Pack|Verified Purchase","Not compatible with my heat pump upstairs, but a great thermostat all the same for the the unit downstairs.  Note the 30 day return policy!  I waited a week too long to install this thing before I realized it's not compatible and now can't return it, so I'm out $25 :(","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","lower heat bills","Regina","12-9-2014","Size: 1 Pack|Verified Purchase","Easy to install and works perfectly. Now I won't accidentally keep the house so warm while I'm at work.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Four Stars","Paul & Flavia","5-30-2015","Size: 1 Pack|Verified Purchase","Would be a 5 star if it didn't need the batteries to operate","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"3.0 out of 5 stars","It's relatively easy to install","Matt","12-9-2016","Size: 1 Pack|Verified Purchase","This is a basic programmable thermostat.  It's relatively easy to install, and works like a champ.  There are only a few buttons so be sure to hang onto that instruction booklet for future help!","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,3
"5.0 out of 5 stars","Fine Product","dairymaiden","2-16-2017","Size: 1 Pack|Verified Purchase","Looks like a good product. Didn't work on our pellet Stove, but that was no fault of the thermostat, but rather our stove's inability to communicate with an outside control. So no complaints.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Five Stars","B. BARROW","10-27-2016","Size: 1 Pack|Verified Purchase","Product as described. No issues with delivery.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Easy","Ronald F.","5-29-2015","Size: 1 Pack|Verified Purchase","Cheap, easy to install (I had to look up some instructions online to confirm wiring for my specific situation but they were easy to find on Honeywell's website), and super easy to programNoticed a ~10% reduction in energy use while simultaneously keeping the house just as comfortable, paid for itself in less than 2 months","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","This was easy to install and worked great","N. Lawson","1-3-2017","Size: 1 Pack|Verified Purchase","This was easy to install and worked great.  This is perfect for folks who just want a reliable thermostat without useless features that deprecate in a couple years (like phone connectivity).","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","works great, and cheap","MT","3-17-2014","Size: 1 Pack|Verified Purchase","i bought 2 of these to replace some very old (30 years) mechanical thermostats.installation was very simple if you're a Do-It-Yourselfer. if you aren't, then call someone.instructions were clear. in total it took around 30 minutes each to install, including removal of old thermostat, cleaning up the wires, mounting, and programming.programming is very simple and straightforward. didn't even have to read the manual.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"1.0 out of 5 stars","BROKEN","Ron","1-15-2018","Size: 1 Pack|Verified Purchase","Thermostat received damaged, as if it wasnt assembled. Other reviewers had same problem.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"5.0 out of 5 stars","Happy","Mr. Mark A. Glass","6-22-2015","Size: 1 Pack|Verified Purchase","Easy to install. I have been using it for over a month and it works as expected. Great device for the price.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","So Far, So Good","Bob D in Boulder","12-20-2014","Size: 1 Pack|Verified Purchase","This thermostat is exactly as advertised and a very good deal for the price. Easy to install and program. It helps to read all the questions and answers as I learned how to change the heat cycling through these comments. Several reviewers commented that it stopped working after a period of time, thus only 4 stars. Hopefully my will work well for more than 2 years/","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","saving","L. Castro","3-1-2015","Size: 1 Pack|Verified Purchase","should have bought it sooner, I set up the time and forget about it. no need to remind my kids to turn it off anymore. saving about 30 dollars a month in the winter. I'll update during summer timesUpdate:  So by using the pre-cooling method during the summer time I saved about 30 to 40 dollars a month. Now I'm looking into stucco the house.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Love it!","V. Boyd","4-17-2017","Size: 1 Pack|Verified Purchase","Was really easy to install and program.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Excellent Thermostat","Paula","1-2-2017","Size: 1 Pack|Verified Purchase","I have a similar Honeywell programmable thermostat in my living room that has been great for many years.  I purchased this for my  in-law space downstairs and am very pleased with it.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Five Stars","Kena405","3-30-2017","Size: 1 Pack|Verified Purchase","Works great and super easy to install!","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"3.0 out of 5 stars","Inexpensive unit, poor quality control","Andrew S.","9-25-2015","Size: 1 Pack|Verified Purchase","For the price, this is a nice unit.  Functionally it works great and is easy to program.  My complaint is the manufacturing quality.  This seems to be a widespread issue, since I've attempted to exchange the faulty unit a couple times but the problem persists on all of them.  I've also noticed other consumers with the same defect.  When the LCD backlight is on, in the lower right corner of the display you can see black smudges (almost like someone smudged their fingerprint on the inside of the display).  This smudge pattern is almost identical on all the units I've tried.For the price I'm willing to look past this defect, but I'm knocking off 2 stars for the problem.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,3
"4.0 out of 5 stars","Pretty good.  Don't buy used.","Jeff Holmes","7-17-2016","Size: 1 Pack|Verified Purchase","I guess I bought a used unit?  Mine didn't come with the jumper for the Rc and R slots.  So it didn't work until I figured out that was missing.  2 cycle programming is nice, but I think next time I will get a 7 day.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Five Stars","Angel444","5-31-2016","Size: 1 Pack|Verified Purchase","Easy to install and works fine.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","A very worthwhile twenty dollar upgrade over analog","Ricomalo","3-7-2014","Size: 1 Pack|Verified Purchase","This digital thermostat is much more accurate than the old analog dial-type I replaced. The main reason I replaced the old one was because of its lack of accuracy but this device reads within one degree of my accurate testing thermometer in addition to being programmable. I only had a heater on the old thermostat to the installation was very simple and straighforward. I'm guessing it will pay for itself in less than a year!","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Worked great and integrated with Echo without a","Tom McFadien","3-3-2017","Size: 1 Pack|Verified Purchase","Worked  great and integrated with Echo without a hitch","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Work well, easy to install!","Frank Mennone","1-29-2016","Size: 1 Pack|Verified Purchase","Thermostats work very well, installation and programming is easy. Best way to install is to take a picture of where your wires are currently located on the thermostat you are replacing. I installed 3 of these thermostats in less than 45 mins. Easy DIY job.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Utility Saver","Sadie","1-15-2015","Size: 1 Pack|Verified Purchase","Easy installation and programming steps. Really help cut back on my AC and heating bill.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Five Stars","Dr Rock","3-13-2017","Size: 1 Pack|Verified Purchase","Easy to install and the quality you would expect from Honeywell.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Good thermostat for the $","golden girl","7-17-2016","Size: 1 Pack|Verified Purchase","Easy to follow instructions. Changed out the thermostat in about 15 minutes. Programs Monday through Friday the same each day, and  Saturday/Sunday the same with availability of 4 daily temperature adjustments.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","A Great Product for the Price","Johnny C","1-19-2017","Size: 1 Pack|Verified Purchase","I bought two of these for my home. They were easy to install and set up. If you are looking for a no-nonsense, easy-to-use programmable thermostat, this is a good choice.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Great Basic Thermostat","Gabriel Lopez","4-16-2014","Size: 1 Pack|Verified Purchase","I purchased this thermostat because my old one stopped working. This is the first thermostat I ever installed and it?ôs fairly easy. I took me 15 minutes to install it. The package came with little labels to label your electrical wire which is pretty neat; it comes helpful in the future. The package comes with everything you need to install it. The Thermostat works great, easy to work and program settings.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Installed easy and works well","K. Pinon","5-25-2016","Size: 1 Pack|Verified Purchase","Swapped out our old analog thermostat with this one.  My husband didn't have any problems installing it and it works like a charm!  IT's also saving us lots of money on our AC bill by using the programmable temperatures.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Glad we Upgraded","Keith Le Hastings","12-14-2017","Size: 1 Pack|Verified Purchase","Arrived quickly and relatively easy to install and operate.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"2.0 out of 5 stars","there might be something wrong with the batch. The ...","DRN-TK","7-20-2014","Size: 1 Pack|Verified Purchase","there might be something wrong with the batch.  The display had a defect in the corner.  I exchanged it for a new one and this one had the same defect.  Since it is just 25 bucks I left it as is. Its working but not pleasant to look at.  But how often do you look at your Thermostat...","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,2
"4.0 out of 5 stars","Seems like this is one of the outdated products and probably ...","Amazon Customer","1-18-2017","Size: 1 Pack|Verified Purchase","Seems like this is one of the outdated products and probably sat in the warehouse for a while (very dusty box received). Worked as expected. Good instructions with it.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Easy to Install","Elizabeth","3-22-2014","Size: 1 Pack|Verified Purchase","My old (mercury-based) thermostat was registering incorrectly so I bought this one.  Very easy to install and program.  I believe I've saved a couple of bucks in my electricity bill as I now have an accurate temperature gauge.  For the price, this is a good quality product.  Both weekend and weekday settings.  I would expect this function will be very useful when leaving my home for extended periods of time.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","I wish Friday was a separate setting from the M-F ...","SLR","1-30-2017","Size: 1 Pack|Verified Purchase","I wish Friday was a separate setting from the M-F setting as I use this for a second home where I arrive on a Friday.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"4.0 out of 5 stars","Four Stars","lynette NY","1-27-2018","Size: 1 Pack|Verified Purchase","easy install","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Five Stars","Charles D.","9-3-2017","Size: 1 Pack|Verified Purchase","It works!","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","If you're looking for a cheap thermostat that works, easy to install, this is for you!","Andrew","8-9-2015","Size: 1 Pack|Verified Purchase","This is a good programmable thermostat. I installed by myself and I'm not particularly a ""handyman"" or understand housing electrical systems...let alone airconditioning units. But I followed instructions and watched a random youtube video and got it all done within 30 minutes.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"1.0 out of 5 stars","Ours was faulty","R. Haase","12-2-2015","Size: 1 Pack|Verified Purchase","I really liked this thermostat at first, but it burnt up just a few months after installing it. We started burning up fuses in our furnace and couldn't figure out why, called our HVAC guy and he traced it back to a faulty thermostat. Just luck of the draw.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"5.0 out of 5 stars","Works perfectly.","Ron Borsay","11-23-2015","Size: 1 Pack|Verified Purchase","This thermostat works perfectly and exactly as described. No more short heat cycles. Heat remains off unless it's the programmed ""return"" time or heat drops below the programmed low temperature. Easy to program and overrides with a push of a button.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Does a good job of replacing the old one, and is easy to use.","Charlie","1-18-2014","Size: 1 Pack|Verified Purchase","The installation went really quick. A half hour, instead of the ~15 minutes the directions said, but that was likely due to removing the old one.Anyways it's pretty easy to program, and it's easy to understand. The downside is that we learned how much of a discrepancy there is between the livingroom, kitchen, and bedroom (over 5 degrees!!).Glad I went with a well-known brand like Honeywell.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Simple but Good","TechNinja","1-11-2016","Size: 1 Pack|Verified Purchase","Got this to replace an old mechanical Honeywell programmable one.  Installed in less than 10 minutes.  No installation instruction in the package.  Working fine so far.  No fancy features, but it's what I needed.  Great price and free shipping.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"1.0 out of 5 stars","Very disappointed with product constantly have to fiddle with heat switch ...","Pay_itfwd","12-22-2017","Size: 1 Pack|Verified Purchase","Very disappointed with product constantly have to fiddle with heat switch cuts on and off but found this out after i could return","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"3.0 out of 5 stars","meh, but works","Timbo","11-23-2016","Size: 1 Pack|Verified Purchase","Screen is half broken and it is annoying to walk through the entire program each time you want to change a temperature or time. It does what it says it does though","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,3
"5.0 out of 5 stars","Does the job. No bells or whistles","brutschman","1-24-2016","Size: 1 Pack|Verified Purchase","Great replacement for our old fashioned thermostat. I needed something simple, no bells and whistles. Yet it is programmable. Was very easy and straightforward to install and has worked all winter without a problem. I'm very satisfied.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Easy Install and Operate","Joanna Chromik","12-19-2014","Size: 1 Pack|Verified Purchase","Love this thermostat. I bought it in replacement to the ""fancy"" WiFi operated thermostat left by the previous owners in our new home which we could not get to function. This baby gets the job done and is very easy to install and operate. Perfect for changing settings in the morning/afternoon/evening and on the weekends.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Nice thermostat. Great price!","Hobgoblin","10-8-2013","Size: 1 Pack|Verified Purchase","Works just fine and I installed it myself. I don't see any reason to pay a lot for a thermostat when this will do exactly what I need.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Works like it's supposed to","CaroleII","3-13-2014","Size: 1 Pack|Verified Purchase","This thermostat does exactly what is says it will.  I have noticed a reduction in the electricity bill since programming it.  It is nice to come home to a warm house in the winter and cool house in the winter, and know that the A/C was not wasted all day. I love the ability to program different schedules for the weekend.  This Thermostat was very easy to install, the instructions made sense.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Great Product","David W. Anderson","1-29-2016","Size: 1 Pack|Verified Purchase","This unit is exactly what I wanted. It is easy to install, good looking, performs perfectly, has all the features I need, and programming it is so intuitive there is no need to look at the manual. It even has a back-lighted screen.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Good value! It isn't the most feature packed thermostat ...","Amazon Customer","12-20-2016","Size: 1 Pack|Verified Purchase","Good value! It isn't the most feature packed thermostat out there but it's great for the $$$. Easy to install and set up. It does what it says it will.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Does exactly what I need for literally 1/10 the price ...","Agamemnon","11-25-2015","Size: 1 Pack|Verified Purchase","Does exactly what I need for literally 1/10 the price of a Nest.But it's not ""network enabled"" you cry!Ummm... who cares?And this is from a guy who has 10-15 devices on his network almost all the time.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Works as intended. Haven't had any problems with it ...","Chase","10-22-2016","Size: 1 Pack|Verified Purchase","Works as intended. Haven't had any problems with it in the few months I've had it. Definitely helps save money when you're upgrading from the old mercury dial style","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"2.0 out of 5 stars","No! Don't do it!","K. Colwell","5-11-2017","Size: 1 Pack|Verified Purchase","I had to consult a YouTube video just to open this thing. Wow. Terrible design.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,2
"4.0 out of 5 stars","Great replacement for my old unit","Jon","10-31-2015","Size: 1 Pack|Verified Purchase","I just installed this a few days ago and it seems to be working great.  It did not come with an owners manual, but I emailed honeywell and they promptly sent me one I could use.  Unit was easy to program, and - from what I can tell - works perfectly.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"4.0 out of 5 stars","Works for me.","jengee2","3-1-2016","Size: 1 Pack|Verified Purchase","This was to replace a really old thermostat. Think of late 80's type. Installed and works well.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","So cheap, so simple.","Jacob","10-30-2015","Size: 1 Pack|Verified Purchase","So cheap, so simple. In the age of technical gizmos, it is nice to find something that is simple as this. It doesn't take anytime at all to program, and even comes with recommended settings for minimizing power consumption. Installation is a breeze.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","get this or a smart thermostat, there is no in between","Felix","1-31-2017","Size: 1 Pack|Verified Purchase","Cheap, easy to install, easy to use, and has exactly the functions people really need and none of the fluffy stuff that is not worth paying for.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Four Stars","Ed Whatley","7-22-2017","Size: 1 Pack|Verified Purchase","Worked o.k.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Works great with our Heater!","Calie","8-2-2015","Size: 1 Pack|Verified Purchase","Works great for controlling my homes temperature in the winter when we are using the heater. Unfortunately, were not able to use it with a swamp cooler so we only use it to see what degrees it is in the house in the summer. The thermometer is very accurate though!","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Great","Hannah H","1-3-2015","Size: 1 Pack|Verified Purchase","Works great but the only thing I don't like is the screen turns black when the buttons are pressed.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Saves Money!","B-Rad","3-13-2016","Size: 1 Pack|Verified Purchase","Works exactly as intended. They pay for themselves in no time and save big time on your heating and cooling bill (if you have a routine where you are gone most of the day). Installs in less than five minutes.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Great bargain. Replaced our old mercury thermostat with this ...","david stahl","9-16-2016","Size: 1 Pack|Verified Purchase","Great bargain. Replaced our old mercury thermostat with this and it was a painless experience. Now everything is programmed and we are saving money on AC/Heating.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Four Stars","Kelsey","12-6-2017","Size: 1 Pack|Verified Purchase","Works great! Arrived on time.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","and these work great. They look sleek","A. Vanness","1-29-2017","Size: 1 Pack|Verified Purchase","Swapped out some 10-year old thermostats, and these work great.  They look sleek, and the programming is awesome!  Saves money and time!","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Five Stars","AmazonCustomer1","12-16-2014","Size: 1 Pack|Verified Purchase","Easy installation. Works fine.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","This product is a super cheap price super easy to operate which is what ...","RON","12-23-2016","Size: 1 Pack|Verified Purchase","This product is a super cheap price super easy to operate which is what I love and it works great if I need 10 more I would buy 10 more","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Easy to Use and Works Great!","Kim","7-18-2013","Size: 1 Pack|Verified Purchase","I recommend that you have this installed by an HVAC guy or an electrician.  It is worth the money!  We blew a fuse on our A/C while we were hooking this up (we had a really old thermostat and the diagram did not account for all of the wires we had), and it cost us $60.00 (not the fault of the thermostat....it was user/installer error).  BUT, once it is hooked up, it works great!  Easy to program, easy to use!  Fantastic!","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"1.0 out of 5 stars","One Star","fred heldoorn","2-24-2015","Size: 1 Pack|Verified Purchase","I order two of them and only one works. This isn't what I expected. 50% non working product !","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,1
"5.0 out of 5 stars","Five Stars","Amazon Customer","12-28-2017","Size: 1 Pack|Verified Purchase","Easy install and worked like a charm.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Five Stars","Roy C Tobias","1-17-2018","Size: 1 Pack|Verified Purchase","As advertised","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
